win,year,song,artist,genre_category,genre,genre_count_old,genre_Count_from2005,inverse_score,number_of_weeks,old_popularity,artist_rank,lastfm,lastfm_rank,youtube,youtube_rank,new_total_count,rankby_total_count,groupby_10
0,1964,What's The Matter With You Baby,Marvin Gaye & Mary Wells,9,Urban,1891,19436,608,10,2152,836,3917,4069,4764,6649,8681,6254,8
0,1959,"No Other Arms, No Other Lips",The Chordettes,6,Rock,3655,1990,610,11,2137,510,6731,3526,1949,7490,8680,6255,8
0,1970,Mississippi Mama,Owen B.,6,Rock,3655,1990,7,2,7930,2004,25,7748,8640,5921,8665,6256,8
0,1968,The Choice,The O'Jays,9,Urban,1891,19436,17,3,7366,191,466,6156,8195,5996,8661,6257,8
0,1970,Lay Lady Lay,Ferrante & Teicher,5,Pop,1235,13616,2,1,8332,160,103,7177,8558,5933,8661,6258,8
0,1965,Don't Let Your Left Hand Know,Joe Tex,9,Urban,1891,19436,6,1,7945,44,2368,4605,6285,6337,8653,6259,8
1,1961,That Old Black Magic,Bobby Rydell,6,Rock,3655,1990,494,8,2693,30,2971,4371,5681,6437,8652,6260,8
0,1967,Penny Arcade,The Cyrkle,6,Rock,3655,1990,6,1,7987,309,4458,3944,4183,6800,8641,6261,8
0,1969,Maybe The Rain Will Fall,The Cascades,8,Traditional,811,12088,182,6,5005,423,58,7463,8578,5929,8636,6262,8
0,1964,One Girl,Garnet Mimms,9,Urban,1891,19436,110,4,5745,351,811,5692,7808,6069,8619,6263,8
0,1967,Can't Help But Love You,The Standells,6,Rock,3655,1990,49,3,6545,535,3380,4235,5236,6530,8616,6264,8
0,1965,I'm Satisfied,The San Remo Golden Strings,4,Other,226,1250,36,4,6797,1564,551,6022,8047,6023,8598,6265,8
0,1959,The Walls Have Ears,Patti Page,5,Pop,1235,13616,67,4,6256,38,36,7631,8561,5932,8597,6266,8
0,1965,It's Gonna Be Alright,Maxine Brown,9,Urban,1891,19436,166,7,5173,202,1205,5299,7387,6152,8592,6267,8
0,1959,Separate Ways,Sarah Vaughan,3,Jazz,298,81,5,1,8059,275,7148,3477,1442,7693,8590,6268,8
0,1967,Plastic Man,Sonny & Cher,6,Rock,3655,1990,79,3,6108,128,800,5705,7787,6072,8587,6269,8
0,1958,Enchanted Island,The Four Lads,5,Pop,1235,13616,330,7,3771,367,375,6337,8206,5994,8581,6270,8
0,1961,Green Grass Of Texas,The Texans,6,Rock,3655,1990,1,1,8360,1487,98,7209,8465,5951,8563,6271,8
0,1965,Love Theme From The Sandpiper (The Shadow Of Your Smile),Tony Bennett,5,Pop,1235,13616,22,6,7145,54,3,8082,8558,5934,8561,6272,8
0,1960,Chattanooga Choo Choo,Ernie Fields & Orch.,6,Rock,3655,1990,244,8,4497,936,0,8336,8551,5935,8551,6273,8
0,1958,Padre,Toni Arden,5,Pop,1235,13616,142,4,5407,1238,280,6564,8270,5984,8550,6274,8
0,1959,I Never Felt Like This,Jack Scott,6,Rock,3655,1990,45,4,6617,79,2940,4380,5609,6452,8549,6275,8
0,1970,Heartbreak Hotel,Frijid Pink,6,Rock,3655,1990,62,3,6325,579,5304,3772,3240,7063,8544,6276,8
0,1959,Who Cares,Don Gibson,8,Traditional,811,12088,266,9,4309,153,3718,4130,4810,6636,8528,6277,8
0,1962,What'd I Say (Part 1),Bobby Darin,6,Rock,3655,1990,466,8,2841,9,23,7774,8502,5943,8525,6278,8
0,1960,Rudolph The Red Nosed Reindeer,The Melodeers,4,Other,226,1250,57,2,6411,1431,2826,4422,5691,6435,8517,6279,8
0,1959,Jupiter-C,Pat and the Satellites,6,Rock,3655,1990,45,4,6631,1999,872,5629,7634,6093,8506,6280,8
0,1960,(I Do The) Shimmy Shimmy,Bobby Freeman,6,Rock,3655,1990,602,13,2173,214,647,5887,7853,6060,8500,6281,8
0,1967,Lapland,The Baltimore And Ohio Marching Band,9,Urban,1891,19436,15,3,7461,1303,32,7675,8465,5950,8497,6282,8
0,1966,Think I'll Go Somewhere And Cry Myself To Sleep,Al Martino,5,Pop,1235,13616,447,8,2965,29,685,5838,7802,6070,8487,6283,8
0,1961,Lonely Life,Jackie Wilson,9,Urban,1891,19436,21,1,7195,5,4015,4047,4465,6733,8480,6284,8
0,1960,(Welcome) New Lovers,Pat Boone,5,Pop,1235,13616,778,12,1502,19,399,6282,8072,6015,8471,6285,8
0,1961,Muskrat Ramble,Freddy Cannon,6,Rock,3655,1990,160,6,5222,95,5165,3797,3304,7040,8469,6286,8
0,1963,Be Careful Of Stones That You Throw,Dion,6,Rock,3655,1990,378,7,3401,64,782,5729,7686,6083,8468,6287,8
0,1968,The Shadow Of Your Love,5 Stairsteps and Cubie,6,Rock,3655,1990,7,1,7882,1124,0,8332,8462,5952,8462,6288,8
0,1964,It's All Over,Ben E. King,9,Urban,1891,19436,117,5,5663,83,7409,3446,1045,7903,8454,6289,8
0,1970,Take It Off Him And Put It On Me,Clarence Carter,8,Traditional,811,12088,18,4,7322,152,1551,5049,6882,6226,8433,6290,8
0,1959,Time Marches On,Roy Hamilton,9,Urban,1891,19436,42,3,6671,408,72,7361,8360,5970,8432,6291,8
0,1968,You Got The Love,Professor Morrison's Lollipop,5,Pop,1235,13616,39,3,6749,2016,279,6568,8150,6001,8429,6292,8
0,1964,Oh Baby Don't You Weep (Part 1),James Brown And The Famous Flames,9,Urban,1891,19436,630,10,2072,10,4,8074,8411,5961,8415,6293,8
0,1967,I Can't Go On Livin' Baby Without You,Nino Tempo & April Stevens,6,Rock,3655,1990,29,2,6956,279,113,7121,8301,5980,8414,6294,8
0,1970,The Cat Walk,The Village Soul Choir,5,Pop,1235,13616,292,10,4090,1187,328,6433,8079,6014,8407,6295,8
0,1959,Betty My Angel,Jerry Fuller,8,Traditional,811,12088,13,2,7536,474,60,7446,8345,5973,8405,6296,8
0,1967,Shake Hands And Walk Away Cryin',Lou Christie,6,Rock,3655,1990,11,2,7663,161,34,7655,8364,5968,8398,6297,8
0,1967,When The Good Sun Shines,Elmo & Almo,6,Rock,3655,1990,4,2,8141,1589,14,7894,8380,5966,8394,6298,8
0,1967,He Ain't Give You None,Freddie Scott,9,Urban,1891,19436,1,1,8378,306,856,5644,7531,6112,8387,6299,8
0,1969,The Girl I'll Never Know (Angels Never Fly This Low),Frankie Valli,6,Rock,3655,1990,256,7,4374,343,1298,5222,7089,6193,8387,6300,8
0,1967,Georgy Girl,Baja Marimba Band,6,Rock,3655,1990,3,1,8176,720,797,5707,7588,6099,8385,6301,8
0,1958,Paris,Perez Prado And His Orchestra,4,Other,226,1250,6,1,7982,486,23,7771,8343,5974,8366,6302,8
0,1970,Hold On,The Rascals,6,Rock,3655,1990,262,7,4336,244,921,5575,7441,6139,8362,6303,8
0,1968,Young Boy,Barbara Greene,7,Soundtrack,42,208,80,6,6089,1860,250,6647,8108,6008,8358,6304,8
1,1963,Summertime,Chris Columbo Quintet,3,Jazz,298,81,14,2,7525,1903,34,7647,8317,5978,8351,6305,8
0,1966,Bad Eye,Willie Mitchell,9,Urban,1891,19436,9,1,7771,233,927,5568,7418,6143,8345,6306,8
0,1958,Call Me,Johnny Mathis,5,Pop,1235,13616,883,15,1115,31,1256,5261,7089,6194,8345,6307,8
0,1961,Time Was,The Flamingos,6,Rock,3655,1990,324,8,3816,190,3733,4124,4611,6697,8344,6308,8
0,1965,I Want You To Be My Boy,The Exciters,6,Rock,3655,1990,3,1,8248,311,1470,5097,6870,6231,8340,6309,8
0,1967,"Up Tight, Good Man",Laura Lee,9,Urban,1891,19436,31,6,6920,577,133,7027,8206,5993,8339,6310,8
0,1968,The Funky Judge,Bull & The Matadors,9,Urban,1891,19436,460,14,2882,1959,2667,4484,5668,6439,8335,6311,8
1,1966,Hurt,Little Anthony And The Imperials,6,Rock,3655,1990,206,6,4811,106,1988,4804,6343,6326,8331,6312,8
0,1963,Like The Big Guys Do,The Rocky Fellers,5,Pop,1235,13616,176,5,5063,925,406,6261,7925,6043,8331,6313,8
0,1959,Wishful Thinking,Little Anthony And The Imperials,6,Rock,3655,1990,29,2,6957,106,2452,4566,5870,6405,8322,6314,8
0,1967,I'll Make Him Love Me,Barbara Lewis,9,Urban,1891,19436,122,5,5618,198,1313,5211,7002,6212,8315,6315,8
0,1964,Slipin' And Slidin',Jim and Monica,8,Traditional,811,12088,9,2,7764,2280,1,8151,8298,5981,8299,6316,8
0,1969,I Don't Want To Cry,Ruby Winters,4,Other,226,1250,6,2,7939,772,349,6400,7946,6038,8295,6317,8
0,1963,A Walkin' Miracle,The Essex Featuring Anita Humes,6,Rock,3655,1990,634,10,2057,827,3586,4165,4696,6674,8282,6318,8
0,1965,If You Wait For Love,Bobby Goldsboro,6,Rock,3655,1990,86,5,6021,51,223,6718,8056,6021,8279,6319,8
0,1961,Frankie And Johnny,Brook Benton,6,Rock,3655,1990,470,8,2821,6,4324,3973,3951,6858,8275,6320,8
0,1963,Hootenanny,The Glencoves,8,Traditional,811,12088,364,9,3503,1329,347,6407,7917,6046,8264,6321,8
0,1960,I Forgot More Than You'll Ever Know,Sonny James,8,Traditional,811,12088,45,3,6632,139,86,7273,8174,5999,8260,6322,8
0,1968,It's Not Easy,The Will-O-Bees,9,Urban,1891,19436,13,3,7556,1202,42,7579,8215,5991,8257,6323,8
0,1962,Come On Baby,Bruce Channel,6,Rock,3655,1990,4,2,8106,381,744,5766,7507,6123,8251,6324,8
0,1959,Two Fools,Frankie Avalon,6,Rock,3655,1990,159,5,5237,53,1746,4922,6503,6292,8249,6325,8
0,1961,I Remember,Maurice Williams & The Zodiacs,6,Rock,3655,1990,28,3,6982,700,1042,5449,7202,6171,8244,6326,8
0,1965,You'll Miss Me (When I'm Gone),Fontella Bass & Bobby McClure,9,Urban,1891,19436,18,2,7321,909,166,6899,8056,6020,8222,6327,8
0,1970,Wrap It Up,Archie Bell & The Drells,9,Urban,1891,19436,16,2,7404,194,2520,4538,5702,6432,8222,6328,8
0,1959,Young Ideas,Chico Holiday,6,Rock,3655,1990,116,6,5688,1932,128,7046,8094,6010,8222,6329,8
0,1966,(You Don't Have To) Paint Me A Picture,Gary Lewis And The Playboys,6,Rock,3655,1990,523,8,2543,114,83,7289,8133,6002,8216,6330,8
0,1964,One More Tear,The Raindrops,6,Rock,3655,1990,4,1,8146,349,330,6428,7870,6056,8200,6331,8
0,1958,Just Young,Andy Rose,0,Alternative & Punk,58,5730,106,7,5777,1857,205,6772,7991,6029,8196,6332,8
1,1966,Still,The Sunrays,6,Rock,3655,1990,16,2,7445,627,274,6584,7922,6044,8196,6333,8
0,1966,Lullaby Of Love,The Poppies,4,Other,226,1250,196,6,4893,1440,132,7033,8057,6017,8189,6334,8
0,1966,In The Arms Of Love,Andy Williams,5,Pop,1235,13616,338,8,3695,16,4787,3869,3391,7016,8178,6335,8
0,1964,Scratchy,Travis Wammack,4,Other,226,1250,87,6,6018,1251,2370,4603,5803,6413,8173,6336,8
0,1969,When He Touches Me (Nothing Else Matters),Peaches & Herb,9,Urban,1891,19436,305,7,3982,189,238,6681,7926,6042,8164,6337,8
0,1962,Spanish Lace,Gene McDaniels,9,Urban,1891,19436,408,9,3208,238,599,5952,7563,6106,8162,6338,8
0,1962,"Jane, Jane, Jane",The Kingston Trio,8,Traditional,811,12088,8,1,7860,100,2344,4619,5816,6411,8160,6339,8
0,1966,It's Now Winters Day,Tommy Roe,6,Rock,3655,1990,593,11,2213,82,113,7122,8038,6025,8151,6340,8
0,1964,Endless Sleep,Hank Williams Jr.,8,Traditional,811,12088,28,4,6985,1107,420,6236,7727,6079,8147,6341,8
0,1964,Ain't It The Truth,Mary Wells,9,Urban,1891,19436,336,8,3707,57,472,6147,7675,6086,8147,6342,8
0,1962,I Found Love,Jackie Wilson & Linda Hopkins,9,Urban,1891,19436,8,1,7811,1086,46,7541,8084,6012,8130,6343,8
0,1967,A Beautiful Story,Sonny & Cher,6,Rock,3655,1990,172,5,5096,128,881,5621,7248,6166,8129,6344,8
0,1963,The Minute You're Gone,Sonny James,8,Traditional,811,12088,6,1,7967,139,1052,5435,7073,6197,8125,6345,8
0,1962,Bongo Stomp,Little Joey And The Flips,9,Urban,1891,19436,487,10,2723,2312,1174,5323,6946,6218,8120,6346,8
0,1963,That's All,Rick Nelson,6,Rock,3655,1990,260,6,4350,49,266,6606,7846,6062,8112,6347,8
0,1970,Moon Walk Part 1,Joe Simon,9,Urban,1891,19436,262,8,4332,105,48,7532,8055,6022,8103,6348,8
0,1964,Can You Jerk Like Me,The Contours,9,Urban,1891,19436,245,7,4486,240,5236,3786,2866,7175,8102,6349,8
0,1967,There Goes The Lover,Gene Chandler,9,Urban,1891,19436,3,1,8182,63,260,6621,7839,6064,8099,6350,8
0,1966,Hey You! Little Boo-Ga-Loo,Chubby Checker,6,Rock,3655,1990,84,5,6049,27,41,7587,8057,6018,8098,6351,8
0,1958,Jealous Heart,Tab Hunter,6,Rock,3655,1990,255,10,4377,631,117,7105,7950,6037,8067,6352,8
0,1958,Turvy II,Cozy Cole,3,Jazz,298,81,384,8,3361,614,402,6274,7658,6090,8060,6353,8
0,1963,Speed Ball,Ray Stevens,4,Other,226,1250,99,3,5876,101,175,6874,7870,6055,8045,6354,8
0,1961,Don't Get Around Much Anymore,The Belmonts,6,Rock,3655,1990,314,9,3902,340,201,6787,7836,6065,8037,6355,8
0,1969,Sausalito (Is The Place To Go),Ohio Express,6,Rock,3655,1990,30,2,6929,210,1943,4824,6089,6370,8032,6356,8
0,1967,Shout Bamalama,Mickey Murray,9,Urban,1891,19436,311,8,3937,2055,2258,4666,5771,6420,8029,6357,8
0,1965,Pied Piper,The Changin' Times,8,Traditional,811,12088,34,3,6850,1442,247,6659,7778,6074,8025,6358,8
1,1966,Superman,"Dino, Desi & Billy",6,Rock,3655,1990,13,2,7543,305,129,7044,7894,6050,8023,6359,8
0,1970,I Want To (Do Everything For You),The Raeletts,8,Traditional,811,12088,9,2,7742,921,27,7714,7995,6028,8022,6360,8
0,1968,Down At Lulu's,Ohio Express,6,Rock,3655,1990,495,9,2684,210,3376,4238,4632,6691,8008,6361,8
0,1961,The Continental Walk,Hank Ballard And The Midnighters,3,Jazz,298,81,424,8,3114,147,33,7668,7970,6033,8003,6362,8
0,1967,Let It Be Me,The Sweet Inspirations,9,Urban,1891,19436,13,2,7544,357,1694,4952,6292,6335,7986,6363,8
1,1968,Cabaret,Herb Alpert & The Tijuana Brass,5,Pop,1235,13616,137,6,5464,91,5875,3671,2110,7430,7985,6364,8
0,1962,I Found A Love,The Falcons & Band (Ohio Untouchables),9,Urban,1891,19436,135,9,5490,1525,497,6103,7485,6129,7982,6365,8
0,1964,Tonight You're Gonna Fall In Love With Me,The Shirelles,6,Rock,3655,1990,172,5,5095,43,3386,4228,4579,6704,7965,6366,8
0,1962,What Time Is It?,The Jive Five (featuring Eugene Pitt),6,Rock,3655,1990,127,5,5574,781,0,8316,7964,6035,7964,6367,8
0,1963,Cindy's Gonna Cry,Johnny Crawford,6,Rock,3655,1990,111,7,5729,264,236,6685,7727,6080,7963,6368,8
0,1968,Love Explosion,Troy Keyes,9,Urban,1891,19436,25,3,7081,1242,144,6976,7813,6066,7957,6369,8
0,1967,One Hurt Deserves Another,The Raeletts,9,Urban,1891,19436,111,6,5732,921,17,7844,7940,6041,7957,6370,8
0,1962,"From The Bottom Of My Heart (Dammi, Dammi, Dammi)",Dean Martin,5,Pop,1235,13616,37,6,6788,37,4608,3917,3342,7028,7950,6371,8
0,1970,The Court Of The Crimson King - Part 1,King Crimson,6,Rock,3655,1990,46,3,6610,2355,11,7955,7921,6045,7932,6372,8
0,1963,Cross Fire!,The Orlons,5,Pop,1235,13616,556,9,2394,227,228,6705,7681,6085,7909,6373,8
0,1967,Don't Go Out Into The Rain (You're Going To Melt),Herman's Hermits,6,Rock,3655,1990,417,7,3162,73,2199,4701,5701,6433,7900,6374,8
0,1958,The World Outside,Roger Williams,6,Rock,3655,1990,50,3,6531,131,86,7272,7809,6068,7895,6375,8
0,1958,Your Cheatin' Heart,George Hamilton IV,8,Traditional,811,12088,55,4,6444,503,94,7238,7798,6071,7892,6376,8
0,1959,Where Were You (On Our Wedding Day)?,Lloyd Price,9,Urban,1891,19436,598,11,2193,363,1050,5437,6836,6236,7886,6377,8
0,1966,To Show I Love You,Peter And Gordon,6,Rock,3655,1990,6,2,7964,133,1174,5324,6710,6254,7884,6378,8
0,1961,Soothe Me,Sims Twins,8,Traditional,811,12088,255,8,4378,2125,34,7649,7844,6063,7878,6379,8
0,1959,I'll Sail My Ship Alone,Jerry Lee Lewis And His Pumping Piano,6,Rock,3655,1990,8,1,7845,399,7788,3390,86,8366,7874,6380,8
0,1969,I Started Loving You Again,Al Martino,5,Pop,1235,13616,48,5,6552,29,53,7490,7812,6067,7865,6381,8
0,1959,Yes - Sir - ee,Dodie Stevens,6,Rock,3655,1990,41,3,6704,369,2,8121,7856,6059,7858,6382,8
0,1965,I've Got To Be Somebody,Billy Joe Royal,9,Urban,1891,19436,372,8,3450,295,1379,5159,6467,6300,7846,6383,8
0,1968,You've Got The Power,The Esquires,9,Urban,1891,19436,43,5,6662,548,725,5786,7096,6192,7821,6384,8
0,1966,Cry Softly,Nancy Ames,4,Other,226,1250,16,4,7418,812,262,6616,7550,6109,7812,6385,8
0,1968,Anyway That You Want Me,The American Breed,6,Rock,3655,1990,48,4,6575,384,144,6980,7663,6088,7807,6386,8
0,1963,Don't Make My Baby Blue,Frankie Laine,5,Pop,1235,13616,254,7,4386,219,1547,5051,6239,6347,7786,6387,8
0,1966,Day Tripper,Ramsey Lewis,3,Jazz,298,81,98,4,5888,247,6392,3582,1394,7729,7786,6388,8
0,1967,Postcard From Jamaica,The Sopwith Camel,6,Rock,3655,1990,24,2,7106,1033,911,5588,6873,6230,7784,6389,8
0,1959,Fancy Nancy,Skip And Flip,6,Rock,3655,1990,77,5,6133,702,195,6811,7579,6102,7774,6390,8
0,1965,From The Bottom Of My Heart (I Love You),The Moody Blues,6,Rock,3655,1990,14,3,7501,273,4278,3981,3486,6987,7764,6391,8
0,1967,I Want To Love You For What You Are,Ronnie Dove,8,Traditional,811,12088,190,5,4930,65,184,6844,7574,6104,7758,6392,8
0,1968,Nitty Gritty,Ricardo Ray,4,Other,226,1250,21,3,7198,2142,928,5567,6823,6241,7751,6393,8
0,1967,My Old Car,Lee Dorsey,6,Rock,3655,1990,4,1,8125,231,6345,3593,1405,7719,7750,6394,8
0,1965,"No Faith, No Love",Mitty Collier,9,Urban,1891,19436,37,5,6785,684,732,5775,7013,6209,7745,6395,8
0,1960,Apple Green,June Valli,5,Pop,1235,13616,653,13,1975,566,234,6689,7511,6121,7745,6396,8
0,1963,I Cried,Tammy Montgomery,6,Rock,3655,1990,2,1,8317,1247,2294,4649,5449,6491,7743,6397,8
0,1969,Too Many Cooks (Spoil The Soup),100 Proof Aged in Soul,9,Urban,1891,19436,9,2,7743,906,914,5580,6824,6240,7738,6398,8
0,1964,Little Donna,The Rivieras,6,Rock,3655,1990,22,3,7147,269,981,5502,6751,6246,7732,6399,8
0,1969,If I Only Had Time,Nick DeCaro,5,Pop,1235,13616,6,1,7958,2069,27,7720,7702,6081,7729,6400,8
0,1965,This Is My Prayer,The Ray Charles Singers,7,Soundtrack,42,208,81,4,6088,337,85,7279,7642,6091,7727,6401,8
0,1962,If I Cried Every Time You Hurt Me,Wanda Jackson,6,Rock,3655,1990,257,8,4362,405,3104,4323,4610,6698,7714,6402,8
0,1961,Quite A Party,The Fireballs,6,Rock,3655,1990,466,10,2844,292,1940,4826,5764,6421,7704,6403,8
0,1965,A Little Bit Of Soap,Garnet Mimms,6,Rock,3655,1990,6,1,8010,351,3693,4136,4010,6842,7703,6404,8
0,1958,Moonlight Bay,The Drifters,9,Urban,1891,19436,15,1,7450,22,1202,5304,6489,6296,7691,6405,8
0,1959,Jo-Jo The Dog-Faced Boy,Annette,6,Rock,3655,1990,86,4,6034,195,61,7438,7630,6094,7691,6406,8
0,1968,The Ten Commandments Of Love,Peaches & Herb,9,Urban,1891,19436,174,5,5075,189,283,6553,7406,6145,7689,6407,8
0,1959,My Own True Love,Jimmy Clanton,9,Urban,1891,19436,612,12,2126,156,330,6431,7359,6154,7689,6408,8
0,1966,I'm Your Hoochie Cooche Man (Part 1),Jimmy Smith,3,Jazz,298,81,14,2,7518,159,1,8204,7668,6087,7669,6409,8
0,1969,Groovin' (Out On Life),The Newbeats,6,Rock,3655,1990,78,5,6117,267,42,7574,7616,6096,7658,6410,8
0,1958,Early In The Morning,The Rinky-Dinks,6,Rock,3655,1990,467,9,2839,1514,100,7195,7554,6107,7654,6411,8
0,1958,The Green Mosquito,The Tune Rockers,0,Alternative & Punk,58,5730,359,10,3545,1185,945,5541,6703,6258,7648,6412,8
0,1967,Precious Memories,The Romeos,7,Soundtrack,42,208,174,7,5088,1543,65,7412,7579,6101,7644,6413,8
0,1968,A Ray Of Hope,The Rascals,6,Rock,3655,1990,507,8,2620,244,3796,4099,3842,6880,7638,6414,8
0,1965,Dusty,The Rag Dolls,6,Rock,3655,1990,196,6,4897,920,627,5918,7004,6211,7631,6415,8
0,1962,Beach Party,Dave York and The Beachcombers,5,Pop,1235,13616,6,1,7976,1911,8,7996,7618,6095,7626,6416,8
0,1964,Squeeze Her-Tease Her (But Love Her),Jackie Wilson,9,Urban,1891,19436,19,2,7281,5,139,7000,7480,6131,7619,6417,8
0,1958,Got A Match?,The Daddy-O's,8,Traditional,811,12088,16,1,7424,1454,98,7214,7520,6115,7618,6418,8
0,1962,The Waltz You Saved For Me,Ferlin Husky,8,Traditional,811,12088,7,1,7873,910,225,6715,7381,6153,7606,6419,8
0,1961,Charlena,The Sevilles,9,Urban,1891,19436,45,5,6621,1557,1255,5262,6346,6325,7601,6420,8
0,1970,Stoned Cowboy,Fantasy,6,Rock,3655,1990,177,11,5058,1610,2526,4535,5072,6566,7598,6421,8
0,1966,Please Tell Me Why,The Dave Clark Five,6,Rock,3655,1990,404,7,3228,39,1928,4831,5662,6442,7590,6422,8
0,1969,Wake Up,The Chambers Brothers,9,Urban,1891,19436,18,2,7300,610,627,5917,6963,6215,7590,6423,8
0,1968,God Bless Our Love,The Ballads,9,Urban,1891,19436,170,7,5119,1299,111,7136,7465,6134,7576,6424,8
0,1970,Buffalo Soldier,Flamingos,4,Other,226,1250,28,2,6974,1678,78,7325,7486,6127,7564,6425,8
0,1961,Roll Over Beethoven,The Velaires,6,Rock,3655,1990,223,7,4657,1181,294,6509,7263,6164,7557,6426,8
0,1960,Irresistable You,Bobby Peterson,6,Rock,3655,1990,5,1,8028,1832,769,5744,6783,6244,7552,6427,8
0,1961,I'm Comin' On On Back To You,Jackie Wilson,6,Rock,3655,1990,511,8,2601,5,0,8300,7542,6110,7542,6428,8
0,1963,"Workout Stevie, Workout",Little Stevie Wonder,9,Urban,1891,19436,350,6,3599,561,4943,3839,2598,7274,7541,6429,8
0,1964,The James Bond Theme,Billy Strange,5,Pop,1235,13616,281,10,4185,1047,2487,4551,5051,6569,7538,6430,8
0,1964,No One To Cry To,Ray Charles,9,Urban,1891,19436,193,6,4913,8,3720,4129,3808,6893,7528,6431,8
0,1970,I've Lost You/The Next Step Is Love,Elvis Presley,6,Rock,3655,1990,493,9,2701,1,0,8240,7526,6113,7526,6432,8
0,1959,Ring-A-Ling-A-Lario,Jimmie Rodgers,6,Rock,3655,1990,426,8,3104,67,791,5715,6733,6248,7524,6433,8
0,1967,"Baby, Help Me",Percy Sledge,9,Urban,1891,19436,45,5,6618,143,982,5501,6532,6287,7514,6434,8
0,1968,May I Take A Giant Step (Into Your Heart),1910 Fruitgum Co.,6,Rock,3655,1990,213,8,4747,270,2904,4395,4600,6699,7504,6435,8
0,1969,Please Don't Desert Me Baby,Gloria Walker/Chevelles,6,Rock,3655,1990,6,2,7972,1692,0,8389,7504,6124,7504,6436,8
0,1970,Some Beautiful,Jack Wild,2,Electronica,33,1296,32,4,6879,1707,115,7115,7389,6151,7504,6437,8
0,1960,Cherry Pink And Apple Blossom White,Jerry Murad's Harmonicats,5,Pop,1235,13616,218,8,4709,2265,791,5719,6706,6256,7497,6438,8
0,1964,Gonna Send You Back To Georgia (A City Slick),Timmy Shaw,6,Rock,3655,1990,302,7,4006,1286,98,7212,7398,6147,7496,6439,8
0,1967,The Loser (With A Broken Heart),Gary Lewis And The Playboys,6,Rock,3655,1990,283,6,4169,114,76,7338,7407,6144,7483,6440,8
0,1959,Lovey Dovey,Clyde McPhatter,9,Urban,1891,19436,280,8,4192,117,1272,5249,6196,6355,7468,6441,8
0,1965,Everybody Do The Sloopy,Johnny Thunder,9,Urban,1891,19436,129,5,5545,760,70,7377,7394,6149,7464,6442,8
0,1966,The Loop,Johnny Lytle,3,Jazz,298,81,78,5,6120,2231,3240,4279,4220,6792,7460,6443,8
0,1959,Like I Love You,Edd Byrnes and Friend,6,Rock,3655,1990,379,9,3392,1595,3,8080,7455,6136,7458,6444,8
0,1967,Felicidad,Sally Field,7,Soundtrack,42,208,20,4,7223,2093,249,6653,7187,6176,7436,6445,8
0,1962,Tra La La La La,Ike & Tina Turner,9,Urban,1891,19436,255,7,4381,163,7002,3497,432,8191,7434,6446,8
0,1959,You Can't Get To Heaven On Roller Skates,Betty Johnson,5,Pop,1235,13616,2,1,8293,1113,29,7694,7405,6146,7434,6447,8
0,1963,Funny Man,Ray Stevens,4,Other,226,1250,43,3,6659,101,950,5537,6483,6297,7433,6448,8
0,1958,Chariot Rock,The Champs,6,Rock,3655,1990,192,7,4920,322,3225,4285,4206,6797,7431,6449,8
0,1960,Temptation,Roger Williams,5,Pop,1235,13616,160,6,5223,131,523,6058,6907,6222,7430,6450,8
0,1966,We Got A Thing That's In The Groove,The Capitols,9,Urban,1891,19436,181,6,5019,665,2514,4542,4912,6619,7426,6451,8
0,1970,I Call My Baby Candy,The Jaggerz,6,Rock,3655,1990,58,3,6392,583,285,6547,7136,6182,7421,6452,8
0,1964,I Can't Hear You,Betty Everett,9,Urban,1891,19436,151,5,5320,246,3023,4351,4395,6750,7418,6453,8
0,1960,I've Been Loved Before,Shirley and Lee,9,Urban,1891,19436,39,6,6736,2129,509,6079,6906,6223,7415,6454,8
0,1966,Make Me Belong To You,Barbara Lewis,9,Urban,1891,19436,457,8,2896,198,3010,4358,4403,6749,7413,6455,8
0,1958,I'll Make It All Up To You,Jerry Lee Lewis And His Pumping Piano,6,Rock,3655,1990,16,1,7413,399,7278,3462,134,8334,7412,6456,8
0,1969,No One For Me To Turn To,Spiral Starecase,6,Rock,3655,1990,250,7,4433,756,732,5774,6665,6267,7397,6457,8
0,1960,Ta Ta,Clyde McPhatter,9,Urban,1891,19436,751,14,1592,117,2307,4640,5081,6564,7388,6458,8
0,1966,Behind The Door,Cher,6,Rock,3655,1990,4,1,8113,283,3781,4104,3604,6954,7385,6459,8
0,1963,All Over The World,Nat King Cole,5,Pop,1235,13616,404,9,3232,28,3527,4178,3853,6878,7380,6460,8
0,1962,I Just Can't Help It,Jackie Wilson,9,Urban,1891,19436,86,4,6035,5,1596,5016,5783,6418,7379,6461,8
0,1961,Your Last Goodbye,Floyd Cramer,8,Traditional,811,12088,198,7,4881,201,5908,3663,1466,7680,7374,6462,8
0,1959,I Wanna Be Loved,Ricky Nelson,6,Rock,3655,1990,666,11,1920,76,6269,3607,1105,7881,7374,6463,8
0,1964,Sunny,Neil Sedaka,6,Rock,3655,1990,31,3,6912,68,1371,5168,5977,6384,7348,6464,8
0,1959,The Class,Chubby Checker,6,Rock,3655,1990,293,7,4083,27,5474,3746,1873,7524,7347,6465,8
0,1962,Drummin' Up A Storm,Sandy Nelson,6,Rock,3655,1990,180,8,5031,208,1126,5374,6212,6352,7338,6466,8
